Année,Autres,Crimes Sexuels,Crimes Violents,Crimes contre la Santé Publique,Destructions et Atteintes aux Biens et à l'Ordre Public,Extorsion et Chantage,Fraudes et Falsifications,Violations de la Propriété,code
2015,2153,291,1230,1016,1079,606,2676,11172,1
2015,1820,254,1108,666,1082,539,1200,6384,2
2015,692,96,378,358,213,186,653,2240,3
2015,620,82,347,519,284,191,605,2876,4
2015,376,51,243,430,197,113,568,1723,5
2015,1744,155,935,1367,479,506,2096,8545,6
2015,993,168,535,496,497,251,788,4898,7
2015,958,164,531,420,525,344,656,3060,8
2015,501,96,284,232,279,128,650,2284,9
2015,1048,114,611,296,609,305,707,3857,10
2015,976,139,669,580,357,267,778,5968,11
2015,513,157,308,211,248,174,717,2028,12
2015,2124,249,1145,1361,866,654,2057,16125,13
2015,1258,273,763,491,644,306,1104,5244,14
2015,342,68,187,146,116,90,334,957,15
2015,811,195,444,283,341,223,940,3954,16
2015,1661,310,972,746,755,376,1644,9683,17
2015,705,164,476,207,363,222,746,3309,18
2015,548,72,287,214,179,110,487,1886,19
2015,1135,157,627,742,451,263,1035,4975,21
2015,1695,274,1092,721,1029,448,2121,7613,22
2015,287,47,185,132,96,84,418,1094,23
2015,1054,174,553,446,364,247,1177,4571,24
2015,1340,195,707,424,550,368,1193,5871,25
2015,1245,201,664,487,693,352,1257,8598,26
2015,1469,331,1144,738,657,356,1404,7981,27
2015,1155,169,757,442,495,356,1030,4779,28
2015,1964,271,1173,890,1383,455,2517,9630,29
2015,1894,264,1340,948,794,550,1854,11692,30
2015,2850,308,2075,1204,1942,805,3842,19490,31
2015,533,94,315,321,291,158,637,2651,32
2015,3283,624,2188,1396,1351,874,3247,19768,33
2015,2912,379,1696,1907,1270,759,2854,17506,34
2015,1903,346,1186,777,1279,514,2835,10109,35
2015,531,105,350,274,238,154,636,2346,36
2015,1138,188,714,384,759,263,1675,6638,37
2015,3561,483,2303,1744,2489,1113,3430,25672,38
2015,692,115,375,320,229,185,685,2881,39
2015,1062,195,642,1126,441,277,1226,6601,40
2015,804,180,493,229,360,230,847,4631,41
2015,1092,185,671,620,495,295,1202,5447,42
2015,534,92,277,197,218,163,632,2390,43
2015,2618,472,1769,1566,1747,626,2901,19864,44
2015,1584,237,919,863,648,454,1565,6962,45
2015,504,67,278,185,186,143,579,2284,46
2015,892,152,541,233,361,292,933,4525,47
2015,200,38,136,124,85,49,163,789,48
2015,1396,291,804,416,854,347,2097,7346,49
2015,923,202,534,359,431,235,1141,3850,50
2015,1034,156,668,401,678,340,1004,5643,51
2015,561,81,311,207,304,186,647,2243,52
2015,700,157,421,357,344,185,744,2828,53
2015,1174,151,714,744,761,250,997,4548,54
2015,714,80,344,280,223,203,383,2270,55
2015,1504,251,996,572,1011,327,1957,9336,56
2015,2167,240,1140,1589,880,499,1794,7731,57
2015,645,121,487,223,242,187,877,3130,58
2015,2846,429,1947,1517,1138,682,2094,11444,59
2015,3290,511,2082,1085,1974,891,3145,15155,60
2015,827,199,455,255,382,231,852,2891,61
2015,2407,431,1382,960,768,507,1739,7353,62
2015,1349,206,723,500,770,431,1233,6378,63
2015,846,112,441,330,347,202,1191,4231,64
2015,443,48,202,309,198,131,519,2119,65
2015,1437,216,970,790,664,441,1419,10111,66
2015,2483,350,1292,1062,1085,647,2333,8678,67
2015,1957,250,1010,765,803,623,1567,7706,68
2015,2545,353,1478,1568,1194,691,2869,15786,69
2015,846,149,550,253,365,227,768,3317,70
2015,1116,169,624,615,444,266,1490,5353,71
2015,1316,330,942,332,635,363,1434,6732,72
2015,1101,153,677,547,542,320,1175,8441,73
2015,2345,340,1310,1702,1148,674,3070,13019,74
2015,1441,218,898,494,573,317,1220,6781,76
2015,1856,256,1092,1115,676,503,1898,8896,77
2015,832,112,601,627,495,182,1068,6055,78
2015,998,185,487,436,523,246,841,4427,79
2015,1660,239,1080,665,636,386,1056,6256,80
2015,890,137,459,261,357,214,802,3570,81
2015,565,114,426,187,402,185,703,3760,82
2015,2340,278,1892,1443,806,778,3247,13792,83
2015,1459,203,888,798,475,433,1397,9394,84
2015,1767,352,994,831,902,438,2131,9160,85
2015,938,173,448,283,357,227,747,4307,86
2015,440,94,294,164,150,130,567,2162,87
2015,982,149,559,856,471,227,753,4146,88
2015,1339,230,1003,580,565,471,1621,5363,89
2015,1552,182,907,854,599,559,1348,10238,91
2015,1280,186,1268,754,515,436,1993,7746,95
2015,1685,246,2055,948,426,1143,1013,7960,971
2015,1459,224,1348,1014,342,646,722,4430,972
2015,1436,210,1719,341,276,763,814,4938,973
2015,1922,483,2658,1061,526,866,1288,7768,974
2015,381,45,535,194,102,287,171,1695,978
2015,32,8,35,3,12,6,10,67,986
2015,849,251,1222,1137,230,260,660,4511,987
2015,859,163,1207,784,714,278,313,3555,988
2015,420,33,248,123,192,106,628,1638,2A
2015,632,47,302,211,530,200,820,1895,2B
