Année,Autres,Crimes Sexuels,Crimes Violents,Crimes contre la Santé Publique,Destructions et Atteintes aux Biens et à l'Ordre Public,Extorsion et Chantage,Fraudes et Falsifications,Violations de la Propriété,code
2012,1632,237,1119,727,872,401,1794,9657,1
2012,1341,226,1040,612,906,349,1484,6880,2
2012,531,96,273,460,144,110,788,2069,3
2012,468,50,282,365,258,155,502,2850,4
2012,223,55,141,439,103,62,314,1617,5
2012,1636,132,868,1005,574,338,1560,9550,6
2012,1043,154,556,333,456,184,950,4691,7
2012,779,97,515,317,481,202,549,2811,8
2012,414,72,283,199,235,108,458,2235,9
2012,720,73,451,209,563,163,567,3948,10
2012,731,108,518,409,347,158,657,5548,11
2012,486,62,211,175,134,109,490,1825,12
2012,1811,212,1275,874,935,499,2095,15662,13
2012,1049,195,728,567,727,199,860,5193,14
2012,228,43,150,175,80,44,230,878,15
2012,580,128,387,362,294,168,1671,3389,16
2012,1423,217,829,569,821,273,1763,9394,17
2012,541,55,357,155,357,135,581,3296,18
2012,382,69,241,165,125,94,1030,1704,19
2012,829,131,577,408,445,205,853,4742,21
2012,1379,185,935,570,989,300,1598,7111,22
2012,251,43,130,64,86,61,285,975,23
2012,924,184,489,262,329,217,1214,4485,24
2012,947,167,657,276,535,224,1068,4772,25
2012,1170,170,704,395,720,294,1008,8003,26
2012,1264,194,1106,723,513,225,1088,8081,27
2012,755,105,638,356,478,205,820,5248,28
2012,1590,243,1091,840,1217,353,2177,9116,29
2012,1732,236,1438,704,1211,494,1854,14904,30
2012,2326,335,1530,830,1660,631,2501,19103,31
2012,366,62,275,220,153,74,405,2196,32
2012,2871,518,2149,1464,1401,660,2577,18209,33
2012,2607,381,1761,1610,1466,635,2668,19622,34
2012,1892,295,1199,624,1099,366,2646,11361,35
2012,340,81,287,265,214,81,645,2224,36
2012,793,172,652,371,518,198,1087,6099,37
2012,3180,367,1979,1629,2301,842,2835,21387,38
2012,634,86,379,236,219,141,603,2954,39
2012,869,148,614,1006,455,187,1090,7139,40
2012,597,91,434,323,380,181,823,3900,41
2012,773,151,541,366,338,229,795,4414,42
2012,379,73,277,309,223,111,418,1985,43
2012,2546,402,1700,903,1918,499,2743,19283,44
2012,1263,185,885,512,717,366,1330,7425,45
2012,362,58,235,160,193,79,613,1955,46
2012,851,135,518,281,350,222,965,4410,47
2012,182,36,111,144,93,33,221,755,48
2012,1112,264,736,351,736,234,1341,7524,49
2012,747,175,495,272,397,121,798,3354,50
2012,787,102,548,384,691,174,837,5953,51
2012,529,59,367,210,218,161,459,2040,52
2012,561,101,363,260,428,151,830,2796,53
2012,933,137,678,875,624,230,958,4553,54
2012,555,77,258,330,182,118,319,2087,55
2012,1291,174,901,497,1144,267,1663,9900,56
2012,2024,211,1093,1354,847,445,1643,7742,57
2012,468,97,361,272,245,100,480,2913,58
2012,2048,429,1846,1294,1023,453,1463,10319,59
2012,2894,415,2053,1198,1614,669,2639,16754,60
2012,589,131,377,256,361,189,731,2732,61
2012,1469,269,1087,1047,689,294,1090,6355,62
2012,1050,132,629,349,573,246,997,5159,63
2012,661,97,429,289,285,127,773,3506,64
2012,367,59,203,258,201,89,343,1990,65
2012,1124,137,837,527,605,281,1064,10525,66
2012,2293,336,1311,906,811,566,1786,8342,67
2012,1357,169,947,563,725,373,1429,7544,68
2012,2413,286,1383,1217,1123,479,2272,14041,69
2012,720,113,502,266,370,187,599,3104,70
2012,1026,196,563,517,416,226,1345,5211,71
2012,1027,239,819,192,568,323,1137,5901,72
2012,895,131,614,586,551,245,1035,8667,73
2012,1981,284,1515,968,1133,467,2366,12934,74
2012,1194,183,835,654,533,286,1005,6567,76
2012,1883,189,968,712,704,324,1224,8930,77
2012,783,109,501,399,436,145,842,6027,78
2012,844,164,516,339,472,178,853,4150,79
2012,1298,203,1099,500,698,285,778,6476,80
2012,583,75,342,132,187,140,815,3515,81
2012,439,111,356,123,334,121,617,3458,82
2012,2235,231,1487,1057,749,565,2367,14586,83
2012,1690,107,766,681,516,373,1259,9382,84
2012,1369,267,859,734,847,285,1659,9141,85
2012,701,131,414,530,234,136,531,3109,86
2012,305,54,218,117,140,84,417,1913,87
2012,876,129,563,501,420,240,844,4358,88
2012,956,170,690,253,567,270,902,5665,89
2012,1387,161,928,585,559,492,1347,9761,91
2012,1480,200,1067,496,665,406,1448,8197,95
2012,1620,181,1765,1127,431,885,985,7957,971
2012,1266,188,1689,1004,263,607,558,5662,972
2012,4655,194,1424,361,292,574,1244,4952,973
2012,1369,430,2169,1021,621,546,1193,6642,974
2012,390,50,588,115,100,283,188,1880,978
2012,16,2,29,6,13,7,33,118,986
2012,960,267,1192,1919,273,227,507,3724,987
2012,495,115,819,608,560,201,217,2843,988
2012,477,12,204,186,218,105,508,1759,2A
2012,675,39,235,170,296,165,870,2258,2B
