Année,Autres,Crimes Sexuels,Crimes Violents,Crimes contre la Santé Publique,Destructions et Atteintes aux Biens et à l'Ordre Public,Extorsion et Chantage,Fraudes et Falsifications,Violations de la Propriété,code
2021.0,720.0,124.0,564.0,599.0,660.0,266.0,734.0,1583.0,1.0
2021.0,1717.0,279.0,1357.0,978.0,1534.0,617.0,1183.0,3801.0,2.0
2021.0,1042.0,205.0,846.0,682.0,840.0,423.0,1336.0,2589.0,3.0
2021.0,325.0,70.0,347.0,269.0,331.0,140.0,298.0,1064.0,4.0
2021.0,513.0,89.0,418.0,268.0,176.0,188.0,340.0,806.0,5.0
2021.0,7610.0,922.0,6086.0,4352.0,2805.0,2810.0,6602.0,21245.0,6.0
2021.0,372.0,64.0,306.0,229.0,399.0,149.0,391.0,1084.0,7.0
2021.0,644.0,114.0,598.0,453.0,519.0,332.0,563.0,1517.0,8.0
2021.0,344.0,56.0,200.0,145.0,175.0,124.0,262.0,629.0,9.0
2021.0,1286.0,169.0,974.0,362.0,362.0,441.0,1096.0,2977.0,10.0
2021.0,763.0,170.0,749.0,469.0,533.0,313.0,820.0,2995.0,11.0
2021.0,461.0,96.0,381.0,553.0,205.0,153.0,441.0,924.0,12.0
2021.0,14319.0,1953.0,14380.0,15568.0,7198.0,5908.0,14576.0,57970.0,13.0
2021.0,2176.0,531.0,1732.0,1131.0,1417.0,989.0,2157.0,5029.0,14.0
2021.0,171.0,32.0,138.0,127.0,139.0,61.0,287.0,513.0,15.0
2021.0,899.0,232.0,977.0,551.0,1097.0,484.0,1016.0,2879.0,16.0
2021.0,1361.0,345.0,1523.0,989.0,1380.0,511.0,1521.0,5030.0,17.0
2021.0,724.0,183.0,641.0,619.0,663.0,233.0,688.0,1920.0,18.0
2021.0,640.0,107.0,536.0,434.0,246.0,244.0,582.0,1187.0,19.0
2021.0,1589.0,345.0,1402.0,894.0,1516.0,597.0,1847.0,4362.0,21.0
2021.0,777.0,145.0,667.0,497.0,530.0,304.0,803.0,2170.0,22.0
2021.0,160.0,33.0,116.0,160.0,123.0,57.0,129.0,254.0,23.0
2021.0,616.0,183.0,836.0,371.0,529.0,242.0,728.0,1959.0,24.0
2021.0,2059.0,312.0,2098.0,1190.0,1096.0,950.0,1847.0,4712.0,25.0
2021.0,1609.0,287.0,1555.0,945.0,1143.0,673.0,1601.0,5731.0,26.0
2021.0,1259.0,226.0,1126.0,733.0,417.0,415.0,1311.0,2720.0,27.0
2021.0,1169.0,237.0,824.0,724.0,544.0,393.0,952.0,1974.0,28.0
2021.0,1766.0,515.0,1782.0,983.0,2349.0,671.0,2062.0,5421.0,29.0
2021.0,1982.0,332.0,1830.0,1043.0,1326.0,914.0,2035.0,6396.0,30.0
2021.0,5539.0,1032.0,5152.0,3494.0,3512.0,2175.0,6323.0,25208.0,31.0
2021.0,173.0,31.0,141.0,159.0,93.0,72.0,174.0,483.0,32.0
2021.0,5221.0,1227.0,5609.0,2483.0,5416.0,2187.0,5961.0,30835.0,33.0
2021.0,4345.0,715.0,4465.0,1900.0,2972.0,1841.0,4709.0,17335.0,34.0
2021.0,2612.0,613.0,2432.0,1941.0,2208.0,1056.0,2741.0,7957.0,35.0
2021.0,398.0,86.0,333.0,421.0,197.0,198.0,428.0,1290.0,36.0
2021.0,1452.0,292.0,1665.0,942.0,950.0,606.0,2239.0,7523.0,37.0
2021.0,3406.0,508.0,2990.0,1831.0,3044.0,1471.0,3473.0,14473.0,38.0
2021.0,345.0,64.0,291.0,185.0,184.0,116.0,364.0,952.0,39.0
2021.0,619.0,168.0,487.0,345.0,520.0,242.0,625.0,1590.0,40.0
2021.0,656.0,136.0,523.0,385.0,448.0,269.0,719.0,1906.0,41.0
2021.0,2706.0,449.0,2749.0,2330.0,2720.0,1309.0,3094.0,9922.0,42.0
2021.0,250.0,75.0,271.0,240.0,263.0,134.0,365.0,815.0,43.0
2021.0,4374.0,1012.0,4114.0,1860.0,3715.0,1794.0,4644.0,25623.0,44.0
2021.0,2523.0,659.0,2199.0,1714.0,847.0,1019.0,2572.0,5711.0,45.0
2021.0,196.0,26.0,156.0,79.0,208.0,79.0,288.0,469.0,46.0
2021.0,773.0,131.0,610.0,272.0,306.0,365.0,668.0,1843.0,47.0
2021.0,97.0,23.0,84.0,58.0,50.0,51.0,78.0,184.0,48.0
2021.0,1745.0,541.0,1365.0,761.0,1287.0,612.0,2056.0,6406.0,49.0
2021.0,1094.0,269.0,726.0,525.0,603.0,306.0,959.0,1928.0,50.0
2021.0,2876.0,442.0,2344.0,1390.0,2319.0,1102.0,2361.0,6556.0,51.0
2021.0,459.0,108.0,426.0,291.0,122.0,176.0,296.0,858.0,52.0
2021.0,653.0,133.0,542.0,245.0,304.0,241.0,638.0,1388.0,53.0
2021.0,3530.0,758.0,3098.0,2094.0,2568.0,1560.0,3859.0,8366.0,54.0
2021.0,330.0,52.0,323.0,274.0,307.0,118.0,347.0,1204.0,55.0
2021.0,1400.0,376.0,1355.0,948.0,933.0,504.0,1303.0,3288.0,56.0
2021.0,3646.0,596.0,3260.0,1399.0,3176.0,1690.0,3246.0,8016.0,57.0
2021.0,257.0,39.0,171.0,282.0,379.0,84.0,314.0,818.0,58.0
2021.0,15657.0,3301.0,16850.0,9198.0,11294.0,6511.0,13489.0,53513.0,59.0
2021.0,2133.0,309.0,1486.0,2709.0,980.0,701.0,1595.0,4108.0,60.0
2021.0,758.0,161.0,482.0,360.0,521.0,333.0,542.0,1430.0,61.0
2021.0,9725.0,1644.0,7220.0,4024.0,4577.0,2787.0,4975.0,15084.0,62.0
2021.0,1780.0,333.0,1506.0,848.0,1735.0,744.0,2335.0,7212.0,63.0
2021.0,1993.0,470.0,1833.0,1150.0,1403.0,800.0,2356.0,6720.0,64.0
2021.0,550.0,103.0,514.0,441.0,466.0,191.0,644.0,1713.0,65.0
2021.0,2037.0,189.0,1569.0,927.0,874.0,831.0,1468.0,3695.0,66.0
2021.0,3896.0,675.0,3563.0,1629.0,3777.0,1881.0,4469.0,11780.0,67.0
2021.0,2514.0,419.0,2217.0,1121.0,1763.0,1156.0,1829.0,5934.0,68.0
2021.0,10730.0,1542.0,11919.0,6610.0,5954.0,4036.0,12607.0,57802.0,69.0
2021.0,241.0,34.0,196.0,121.0,165.0,81.0,219.0,524.0,70.0
2021.0,1138.0,228.0,1028.0,1342.0,686.0,415.0,1222.0,3249.0,71.0
2021.0,1634.0,380.0,1487.0,559.0,807.0,637.0,1616.0,3898.0,72.0
2021.0,1142.0,225.0,910.0,592.0,756.0,382.0,1162.0,2696.0,73.0
2021.0,1497.0,265.0,1538.0,1324.0,779.0,641.0,1909.0,5704.0,74.0
2021.0,26346.0,4428.0,24757.0,14774.0,12535.0,7600.0,43691.0,127593.0,75.0
2021.0,5386.0,1172.0,5307.0,3845.0,4951.0,2656.0,5515.0,16193.0,76.0
2021.0,7924.0,1235.0,6765.0,5304.0,4573.0,2940.0,8395.0,25006.0,77.0
2021.0,8400.0,1519.0,6994.0,5322.0,4238.0,3028.0,10134.0,25576.0,78.0
